station_id,timestamp_hour,utilization_rate,pred_historical_average,pred_ridge_regression,pred_random_forest,pred_gradient_boosting,predicted_utilization,best_model,recommended_tariff_per_kwh,tariff_reason,baseline_tariff_per_kwh,tariff_change_pct
ST-009,2024-04-05 07:00:00,0.25,0.30126501635434527,0.26046405102658554,0.25,0.2506813588239666,0.2506813588239666,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 07:00:00,0.25,0.30126501635434527,0.25463835749329805,0.25,0.2505222136369626,0.2505222136369626,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-005,2024-04-05 08:00:00,0.25,0.29605263157894735,0.2501266516098935,0.25,0.2506909130321297,0.2506909130321297,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-015,2024-04-05 08:00:00,0.25,0.29605263157894735,0.2494371086159732,0.25,0.2503890886851952,0.2503890886851952,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-05 08:00:00,0.25,0.29605263157894735,0.25465045677143505,0.25,0.25060264443775826,0.25060264443775826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-007,2024-04-05 08:00:00,0.25,0.29605263157894735,0.24669257475831705,0.25,0.2506089618499744,0.2506089618499744,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 09:00:00,0.5,0.28214285714285714,0.5163616000194599,0.4982300575035487,0.5025830565033607,0.5025830565033607,gradient_boosting,0.5881,optimized_balanced_pricing,0.35,0.6802857142857142
ST-011,2024-04-05 09:00:00,0.25,0.28214285714285714,0.24666445780775997,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 09:00:00,0.25,0.28214285714285714,0.25152665865691837,0.25,0.25060264443775826,0.25060264443775826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-05 09:00:00,0.25,0.28214285714285714,0.2492530858669263,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-05 09:00:00,0.25,0.28214285714285714,0.24343747681728783,0.25,0.2506089618499744,0.2506089618499744,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-014,2024-04-05 10:00:00,0.25,0.3233333333333333,0.2340836228485516,0.25,0.2501628497401546,0.2501628497401546,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-05 10:00:00,0.25,0.3233333333333333,0.23034083437558625,0.21459386710980066,0.20965866573808314,0.20965866573808314,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-002,2024-04-05 10:00:00,0.25,0.3233333333333333,0.23015172410256413,0.189605874077496,0.19853577214074172,0.19853577214074172,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-011,2024-04-05 10:00:00,0.25,0.3233333333333333,0.2367272810160424,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-007,2024-04-05 11:00:00,0.5,0.2912414379625311,0.4801902355225115,0.4897067053281612,0.4962452394858353,0.4962452394858353,gradient_boosting,0.5763,optimized_balanced_pricing,0.35,0.6465714285714288
ST-003,2024-04-05 11:00:00,0.5625,0.2912414379625311,0.712061307894603,0.7370230520189509,0.7257363436135249,0.7257363436135249,gradient_boosting,0.6,optimized_balanced_pricing,0.35,0.7142857142857144
ST-005,2024-04-05 11:00:00,0.25,0.2912414379625311,0.23108046940315602,0.23637913142522257,0.23856143491939028,0.23856143491939028,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-002,2024-04-05 11:00:00,0.5,0.2912414379625311,0.46878179630253236,0.44749071427173515,0.4451856629912798,0.4451856629912798,gradient_boosting,0.4684,optimized_balanced_pricing,0.35,0.3382857142857143
ST-018,2024-04-05 11:00:00,0.25,0.2912414379625311,0.2451984848383886,0.25,0.25033786654753787,0.25033786654753787,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-015,2024-04-05 11:00:00,0.25,0.2912414379625311,0.24006324053307937,0.25,0.2500360422006034,0.2500360422006034,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-017,2024-04-05 11:00:00,0.5,0.2912414379625311,0.48011536738378624,0.49706226391509845,0.4927981276276816,0.4927981276276816,gradient_boosting,0.5697,optimized_balanced_pricing,0.35,0.6277142857142857
ST-008,2024-04-05 12:00:00,0.25,0.28468447246303796,0.23978198256745537,0.25,0.2501628497401546,0.2501628497401546,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 12:00:00,0.25,0.28468447246303796,0.2534994497675229,0.25,0.2505419928682147,0.2505419928682147,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-05 12:00:00,0.23439909455597224,0.28468447246303796,0.23097432813001428,0.240873876753351,0.23856143491939028,0.23856143491939028,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-003,2024-04-05 12:00:00,0.25,0.28468447246303796,0.24136504035941972,0.25,0.2502559153653826,0.2502559153653826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-015,2024-04-05 12:00:00,0.25,0.28468447246303796,0.22971531325089692,0.18082450481034265,0.19181968000051425,0.19181968000051425,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-011,2024-04-05 12:00:00,0.25,0.28468447246303796,0.23642730027199943,0.25,0.2501628497401546,0.2501628497401546,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-016,2024-04-05 12:00:00,0.25,0.28468447246303796,0.2558104606115991,0.25,0.2505356754559986,0.2505356754559986,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-004,2024-04-05 12:00:00,0.3709415429194445,0.28468447246303796,0.4931683177354119,0.4988489293471529,0.4950351962121718,0.4950351962121718,gradient_boosting,0.574,optimized_balanced_pricing,0.35,0.6399999999999999
ST-009,2024-04-05 12:00:00,0.25,0.28468447246303796,0.24608715488502175,0.25,0.2502559153653826,0.2502559153653826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 12:00:00,0.25,0.28468447246303796,0.23572485695443868,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 13:00:00,0.25,0.2592968706573037,0.24118253578162072,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-002,2024-04-05 13:00:00,0.4549234389377083,0.2592968706573037,0.4708349192039236,0.47667922688276027,0.4724921971535457,0.4724921971535457,gradient_boosting,0.529,optimized_balanced_pricing,0.35,0.5114285714285716
ST-017,2024-04-05 13:00:00,0.25,0.2592968706573037,0.23165218072430788,0.24327005476192604,0.24448647930621392,0.24448647930621392,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-05 14:00:00,0.25,0.28080558099837993,0.2402002078866712,0.25,0.2508468124201283,0.2508468124201283,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 14:00:00,0.25,0.28080558099837993,0.23753305988954232,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 14:00:00,0.25,0.28080558099837993,0.23310839092000538,0.25,0.2502559153653826,0.2502559153653826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-009,2024-04-05 14:00:00,0.4601790139202083,0.28080558099837993,0.48634806085697335,0.48313591440948866,0.4949547654113761,0.4949547654113761,gradient_boosting,0.5738,optimized_balanced_pricing,0.35,0.6394285714285715
ST-012,2024-04-05 14:00:00,0.25,0.28080558099837993,0.23863633116668617,0.25,0.2501628497401546,0.2501628497401546,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-009,2024-04-05 15:00:00,0.25,0.28565712303201046,0.23145282270051995,0.24218274872934598,0.24448647930621392,0.24448647930621392,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 15:00:00,0.25,0.28565712303201046,0.2391576530289582,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 15:00:00,0.25,0.28565712303201046,0.23470043165360074,0.25,0.25024496249494865,0.25024496249494865,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 16:00:00,0.25,0.283728034429347,0.23287668949126467,0.24153588229620837,0.2444801618939978,0.2444801618939978,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-009,2024-04-05 16:00:00,0.75,0.283728034429347,0.735885555022084,0.7203956400911142,0.7287770853022765,0.7287770853022765,gradient_boosting,0.6,optimized_balanced_pricing,0.35,0.7142857142857144
ST-005,2024-04-05 16:00:00,0.25,0.283728034429347,0.2563289574225704,0.25,0.2511328899229604,0.2511328899229604,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 16:00:00,0.6632568385839583,0.283728034429347,0.7079987294454728,0.6383110566154047,0.6983645681575147,0.6983645681575147,gradient_boosting,0.6,optimized_balanced_pricing,0.35,0.7142857142857144
ST-017,2024-04-05 16:00:00,0.25,0.283728034429347,0.239950889807451,0.25,0.2500753341665954,0.2500753341665954,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-002,2024-04-05 16:00:00,0.25,0.283728034429347,0.23815258166517608,0.25,0.2506244665576761,0.2506244665576761,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-007,2024-04-05 17:00:00,0.25,0.2972972972972973,0.24524301655426733,0.25,0.2505222136369626,0.2505222136369626,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 17:00:00,0.25,0.2972972972972973,0.2706702540015986,0.25,0.2506813588239666,0.2506813588239666,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-011,2024-04-05 17:00:00,0.25,0.2972972972972973,0.24496861792600438,0.25,0.2503890886851952,0.2503890886851952,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-004,2024-04-05 17:00:00,0.25,0.2972972972972973,0.24636993452649783,0.25,0.25039540609741134,0.25039540609741134,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-003,2024-04-05 18:00:00,0.25,0.30357142857142855,0.24614216386970594,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-014,2024-04-05 18:00:00,0.25,0.30357142857142855,0.24216166064006972,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-05 18:00:00,0.25,0.30357142857142855,0.25075943450737076,0.25,0.25060264443775826,0.25060264443775826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-008,2024-04-05 18:00:00,0.25,0.30357142857142855,0.27069459854384487,0.25,0.2507681070369784,0.2507681070369784,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-015,2024-04-05 18:00:00,0.25,0.30357142857142855,0.2681876737299999,0.25,0.2509431238443616,0.2509431238443616,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 18:00:00,0.5,0.30357142857142855,0.4926690065533594,0.4978379954570805,0.5010525297555112,0.5010525297555112,gradient_boosting,0.5853,optimized_balanced_pricing,0.35,0.6722857142857146
ST-005,2024-04-05 18:00:00,0.25,0.30357142857142855,0.28590125926429755,0.25,0.25111057196388875,0.25111057196388875,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 18:00:00,0.25,0.30357142857142855,0.24392667549661093,0.25,0.25064193640375027,0.25064193640375027,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 18:00:00,0.25,0.30357142857142855,0.24298418108951447,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-008,2024-04-05 19:00:00,0.5,0.30625,0.47779952630923395,0.49258736178773643,0.48919364618010913,0.48919364618010913,gradient_boosting,0.5627,optimized_balanced_pricing,0.35,0.6077142857142857
ST-012,2024-04-05 19:00:00,0.25,0.30625,0.25277478392326697,0.25,0.2503890886851952,0.2503890886851952,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-011,2024-04-05 19:00:00,0.5,0.30625,0.47981976938017046,0.49111121907160377,0.48874664344012586,0.48874664344012586,gradient_boosting,0.5618,optimized_balanced_pricing,0.35,0.6051428571428572
ST-010,2024-04-05 19:00:00,0.25,0.30625,0.25705266605569316,0.25,0.25051589622474646,0.25051589622474646,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-015,2024-04-05 19:00:00,0.25,0.30625,0.24594993922311048,0.25,0.2506089618499744,0.2506089618499744,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-005,2024-04-05 20:00:00,0.5,0.2939189189189189,0.48458127071954016,0.49868256443394765,0.4986112454159832,0.4986112454159832,gradient_boosting,0.5807,optimized_balanced_pricing,0.35,0.6591428571428573
ST-008,2024-04-05 20:00:00,0.25,0.2939189189189189,0.2420969164836237,0.25,0.2503890886851952,0.2503890886851952,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-007,2024-04-05 20:00:00,0.25,0.2939189189189189,0.2424951067436899,0.25,0.25060264443775826,0.25060264443775826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-004,2024-04-05 21:00:00,0.25,0.3038461538461538,0.24286125337185066,0.25,0.25060264443775826,0.25060264443775826,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-014,2024-04-05 21:00:00,0.5,0.3038461538461538,0.49867587369536814,0.49994605359697797,0.5006055270155279,0.5006055270155279,gradient_boosting,0.5845,optimized_balanced_pricing,0.35,0.6700000000000002
ST-002,2024-04-05 21:00:00,0.25,0.3038461538461538,0.24371768582385822,0.25,0.25082815638198613,0.25082815638198613,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-05 21:00:00,0.5,0.3038461538461538,0.49060306278811194,0.49999789312396065,0.5000016129500757,0.5000016129500757,gradient_boosting,0.5833,optimized_balanced_pricing,0.35,0.6665714285714288
ST-012,2024-04-05 21:00:00,0.75,0.3038461538461538,0.7418303155857022,0.7499925812105951,0.7440740176836057,0.7440740176836057,gradient_boosting,0.6,optimized_balanced_pricing,0.35,0.7142857142857144
ST-007,2024-04-05 21:00:00,0.5,0.3038461538461538,0.5012470422504911,0.49994605359697797,0.5008190827680908,0.5008190827680908,gradient_boosting,0.5849,optimized_balanced_pricing,0.35,0.6711428571428573
ST-011,2024-04-05 21:00:00,0.5,0.3038461538461538,0.49505545962310893,0.49999789312396065,0.5008190827680908,0.5008190827680908,gradient_boosting,0.5849,optimized_balanced_pricing,0.35,0.6711428571428573
ST-008,2024-04-05 21:00:00,0.25,0.3038461538461538,0.24948770189907735,0.25,0.2503890886851952,0.2503890886851952,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-05 22:00:00,0.25,0.27610157121241957,0.24049805890270015,0.25,0.25004936064460187,0.25004936064460187,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 22:00:00,0.25,0.27610157121241957,0.2413360798781786,0.25,0.25004936064460187,0.25004936064460187,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 22:00:00,0.5,0.27610157121241957,0.4771741564464933,0.4956786625564808,0.49028537731841904,0.49028537731841904,gradient_boosting,0.5648,optimized_balanced_pricing,0.35,0.6137142857142857
ST-003,2024-04-05 22:00:00,0.25,0.27610157121241957,0.23370509933266637,0.24763693411570945,0.24834843670168014,0.24834843670168014,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-05 22:00:00,0.42705884286125,0.27610157121241957,0.46738252743242165,0.44282967487585667,0.44190082356071936,0.44190082356071936,gradient_boosting,0.4606,optimized_balanced_pricing,0.35,0.31600000000000006
ST-009,2024-04-05 23:00:00,0.25,0.2615701048412356,0.24220747244974053,0.25,0.25085791354509634,0.25085791354509634,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-012,2024-04-05 23:00:00,0.20371512658270835,0.2615701048412356,0.2319189533173145,0.22494806275730045,0.244713608881418,0.244713608881418,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-001,2024-04-05 23:00:00,0.25,0.2615701048412356,0.23770419893961242,0.25,0.2501162240177797,0.2501162240177797,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-006,2024-04-05 23:00:00,0.25,0.2615701048412356,0.2347976671831425,0.25,0.2501162240177797,0.2501162240177797,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-017,2024-04-06 00:00:00,0.12943679764944443,0.29273142196453594,0.23060342727585825,0.17062983500535844,0.19506149233120793,0.19506149233120793,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-06 00:00:00,0.25,0.29273142196453594,0.23999690221775882,0.25,0.24997924325037932,0.24997924325037932,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-003,2024-04-06 00:00:00,0.25,0.29273142196453594,0.23555624669344577,0.25,0.24997924325037932,0.24997924325037932,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-06 00:00:00,0.25,0.29273142196453594,0.2349767483486802,0.25,0.24998556066259547,0.24998556066259547,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-003,2024-04-06 01:00:00,0.25,0.2816307325385315,0.24633332111866538,0.25,0.24982356898297506,0.24982356898297506,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-009,2024-04-06 01:00:00,0.5,0.2816307325385315,0.4848666204114854,0.49524101452843083,0.4931491435612793,0.4931491435612793,gradient_boosting,0.5704,optimized_balanced_pricing,0.35,0.6297142857142859
ST-016,2024-04-06 01:00:00,0.25,0.2816307325385315,0.2338191340911576,0.25,0.2498298863951912,0.2498298863951912,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-06 01:00:00,0.25,0.2816307325385315,0.2452279836850402,0.25,0.25003712473553813,0.25003712473553813,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-008,2024-04-06 01:00:00,0.07572866489520834,0.2816307325385315,0.23003686039574336,0.13735873974572604,0.1284439641635106,0.1284439641635106,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-017,2024-04-06 01:00:00,0.3589468575469444,0.2816307325385315,0.46540654725013464,0.391810627008151,0.39317854372083527,0.39317854372083527,gradient_boosting,0.3298,optimized_balanced_pricing,0.35,-0.05771428571428572
ST-015,2024-04-06 01:00:00,0.5,0.2816307325385315,0.4826565137754086,0.49841117830919485,0.4931491435612793,0.4931491435612793,gradient_boosting,0.5704,optimized_balanced_pricing,0.35,0.6297142857142859
ST-006,2024-04-06 02:00:00,0.25,0.27706113569346424,0.24052298501882843,0.25,0.2502495979531665,0.2502495979531665,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-009,2024-04-06 02:00:00,0.25,0.27706113569346424,0.23605472030825167,0.25,0.25016916715237075,0.25016916715237075,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-010,2024-04-06 02:00:00,0.25,0.27706113569346424,0.2698537908293026,0.25,0.25063214222418795,0.25063214222418795,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-013,2024-04-06 02:00:00,0.25,0.27706113569346424,0.23508147578862718,0.25,0.2500360422006034,0.2500360422006034,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-016,2024-04-06 02:00:00,0.5,0.27706113569346424,0.5079952054882463,0.492671320121948,0.49653761443125793,0.49653761443125793,gradient_boosting,0.5768,optimized_balanced_pricing,0.35,0.6480000000000001
ST-003,2024-04-06 02:00:00,0.25,0.27706113569346424,0.23830264148061062,0.25,0.2500360422006034,0.2500360422006034,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-005,2024-04-06 03:00:00,0.5,0.2957832489868909,0.4849869015001194,0.497212883609024,0.49453080764551266,0.49453080764551266,gradient_boosting,0.573,optimized_balanced_pricing,0.35,0.637142857142857
ST-016,2024-04-06 03:00:00,0.46598642125625,0.2957832489868909,0.4894142814089384,0.49112710535607845,0.49467118900770496,0.49467118900770496,gradient_boosting,0.5733,optimized_balanced_pricing,0.35,0.6380000000000001
ST-007,2024-04-06 03:00:00,0.25,0.2957832489868909,0.24629882908839273,0.25,0.25016916715237075,0.25016916715237075,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-002,2024-04-06 03:00:00,0.589656275235486,0.2957832489868909,0.7133525065535173,0.7384813102341228,0.725306068435445,0.725306068435445,gradient_boosting,0.6,optimized_balanced_pricing,0.35,0.7142857142857144
ST-013,2024-04-06 03:00:00,0.25,0.2957832489868909,0.23669127711032087,0.25,0.25055760318449827,0.25055760318449827,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
ST-018,2024-04-06 03:00:00,0.25,0.2957832489868909,0.23613349687760768,0.25,0.25055760318449827,0.25055760318449827,gradient_boosting,0.2,optimized_offpeak_growth,0.35,-0.4285714285714285
